TIEMPO;FT748;FT903;FT901;TOTAL ENTRADA;REPOSICION;FT764;FT904;TOTAL RETORNO;TORRE_PILETA;TEMP_RETORNO
12 02 2023 23:54:00;4.620.000;2.980.000;3.900.000;11.500;270;7.060.000;4.620.000;11.680;34,2;38,2
12 02 2023 23:55:00;4.550.000;2.970.000;3.900.000;11.420;223;7.110.000;4.660.000;11.770;33,6;38,1
12 02 2023 23:56:00;4.540.000;2.950.000;3.920.000;11.410;203;6.990.000;4.670.000;11.660;33,5;37,9
12 02 2023 23:57:00;4.590.000;3.010.000;3.830.000;11.430;219;6.980.000;4.740.000;11.720;33,5;37,8
12 02 2023 23:58:00;4.580.000;2.880.000;3.830.000;11.290;222;7.010.000;4.620.000;11.630;33,5;37,7
12 02 2023 23:59:00;4.600.000;2.880.000;3.920.000;11.400;292;7.000.000;4.590.000;11.590;33,3;37,6
13 02 2023 00:00:00;4.550.000;2.990.000;3.920.000;11.460;303;7.050.000;4.640.000;11.690;32,7;37,6
13 02 2023 00:01:00;4.630.000;2.990.000;3.830.000;11.450;254;7.030.000;4.540.000;11.570;33,1;37,6
13 02 2023 00:02:00;4.600.000;2.950.000;3.840.000;11.390;239;7.090.000;4.640.000;11.730;32,4;37,6
13 02 2023 00:03:00;4.580.000;2.920.000;3.920.000;11.420;251;7.040.000;4.660.000;11.700;33,2;37,6
13 02 2023 00:04:00;4.570.000;2.960.000;3.830.000;11.360;245;7.060.000;4.690.000;11.750;33,6;37,7
13 02 2023 00:05:00;4.540.000;2.980.000;3.930.000;11.450;236;7.010.000;4.630.000;11.640;33,1;37,8
13 02 2023 00:06:00;4.530.000;2.920.000;3.870.000;11.320;257;7.040.000;4.590.000;11.630;33,3;37,9
13 02 2023 00:07:00;4.560.000;3.010.000;3.840.000;11.410;254;6.920.000;4.660.000;11.580;33,4;38,1
13 02 2023 00:08:00;4.580.000;2.920.000;3.780.000;11.280;228;7.000.000;4.650.000;11.650;33,9;38,3
13 02 2023 00:09:00;4.610.000;2.760.000;3.880.000;11.250;215;7.150.000;4.640.000;11.790;33,7;38,5
13 02 2023 00:10:00;4.610.000;2.780.000;3.840.000;11.230;275;6.970.000;4.700.000;11.670;34,6;38,8
13 02 2023 00:11:00;4.580.000;2.830.000;3.880.000;11.290;275;6.970.000;4.540.000;11.510;34,0;38,9
13 02 2023 00:12:00;4.640.000;3.000.000;3.920.000;11.560;298;6.960.000;4.650.000;11.610;34,5;38,9
13 02 2023 00:13:00;4.590.000;2.850.000;3.930.000;11.370;249;7.100.000;4.600.000;11.700;34,3;38,8
13 02 2023 00:14:00;4.520.000;2.970.000;3.830.000;11.320;257;7.040.000;4.590.000;11.630;34,1;38,6
13 02 2023 00:15:00;4.550.000;2.990.000;3.870.000;11.410;309;6.970.000;4.610.000;11.580;34,1;38,4
13 02 2023 00:16:00;4.570.000;3.000.000;3.860.000;11.430;242;7.170.000;4.650.000;11.820;33,4;38,2
13 02 2023 00:17:00;4.630.000;2.930.000;3.870.000;11.430;168;7.080.000;4.680.000;11.760;34,1;38,2
13 02 2023 00:18:00;4.590.000;2.910.000;3.870.000;11.370;175;7.110.000;4.760.000;11.870;33,8;38,3
13 02 2023 00:19:00;4.630.000;2.920.000;3.870.000;11.420;310;7.080.000;4.620.000;11.700;33,8;38,4
13 02 2023 00:20:00;4.570.000;3.000.000;3.900.000;11.470;252;6.960.000;4.620.000;11.580;33,7;38,5
13 02 2023 00:21:00;4.600.000;2.960.000;3.900.000;11.460;253;6.980.000;4.580.000;11.560;34,2;38,6
13 02 2023 00:22:00;4.640.000;2.930.000;3.920.000;11.490;249;6.990.000;4.650.000;11.640;33,8;38,7
13 02 2023 00:23:00;4.650.000;2.990.000;3.930.000;11.570;280;7.020.000;4.620.000;11.640;34,1;38,8
13 02 2023 00:24:00;4.580.000;3.000.000;3.890.000;11.470;307;7.090.000;4.620.000;11.710;34,1;38,9
13 02 2023 00:25:00;4.660.000;2.990.000;3.870.000;11.520;273;6.960.000;4.710.000;11.670;34,1;38,9
13 02 2023 00:26:00;4.630.000;2.900.000;3.840.000;11.370;240;7.060.000;4.680.000;11.740;34,2;38,9
13 02 2023 00:27:00;4.630.000;2.970.000;3.780.000;11.380;259;7.000.000;4.620.000;11.620;34,4;38,9
13 02 2023 00:28:00;4.610.000;2.980.000;3.870.000;11.460;272;7.070.000;4.630.000;11.700;34,7;38,6
13 02 2023 00:29:00;4.560.000;2.890.000;3.810.000;11.260;290;7.120.000;4.670.000;11.790;33,7;38,2
13 02 2023 00:30:00;4.560.000;2.890.000;3.900.000;11.350;295;7.160.000;4.630.000;11.790;33,3;37,8
13 02 2023 00:31:00;4.570.000;2.930.000;3.890.000;11.390;307;7.020.000;4.690.000;11.710;32,8;37,4
13 02 2023 00:32:00;4.550.000;2.780.000;3.860.000;11.190;276;7.080.000;4.620.000;11.700;32,8;37,3
13 02 2023 00:33:00;4.640.000;2.940.000;3.840.000;11.420;276;7.020.000;4.700.000;11.720;32,6;37,1
13 02 2023 00:34:00;4.590.000;2.930.000;3.840.000;11.360;272;7.110.000;4.620.000;11.730;32,4;37,0
13 02 2023 00:35:00;4.560.000;2.940.000;3.870.000;11.370;237;7.060.000;4.640.000;11.700;32,3;36,9
13 02 2023 00:36:00;4.610.000;2.900.000;3.870.000;11.380;269;7.010.000;4.550.000;11.560;32,6;36,9
13 02 2023 00:37:00;4.630.000;2.990.000;3.840.000;11.460;297;7.160.000;4.590.000;11.750;32,6;36,9
13 02 2023 00:38:00;4.550.000;2.980.000;3.790.000;11.320;222;7.040.000;4.630.000;11.670;32,4;36,8
13 02 2023 00:39:00;4.570.000;2.990.000;3.790.000;11.350;210;7.090.000;4.620.000;11.710;31,9;36,8
13 02 2023 00:40:00;4.470.000;2.960.000;3.870.000;11.300;226;7.000.000;4.720.000;11.720;32,3;36,8
13 02 2023 00:41:00;4.550.000;3.020.000;3.940.000;11.510;306;7.090.000;4.600.000;11.690;32,4;36,8
13 02 2023 00:42:00;4.550.000;3.030.000;3.840.000;11.420;283;7.080.000;4.550.000;11.630;32,6;36,8
13 02 2023 00:43:00;4.430.000;3.010.000;3.880.000;11.320;237;7.110.000;4.650.000;11.760;32,7;36,7
13 02 2023 00:44:00;4.430.000;2.970.000;3.800.000;11.200;141;6.880.000;4.680.000;11.560;32,1;36,7
13 02 2023 00:45:00;4.340.000;3.070.000;3.660.000;11.070;#¡VALOR!;6.820.000;4.700.000;11.520;33,2;36,7
13 02 2023 00:46:00;4.410.000;2.910.000;3.730.000;11.050;#¡VALOR!;6.770.000;4.640.000;11.410;32,3;36,9
13 02 2023 00:47:00;4.430.000;2.970.000;3.700.000;11.100;156;6.810.000;4.370.000;11.180;32,7;36,8
13 02 2023 00:48:00;4.340.000;3.000.000;3.690.000;11.030;342;6.900.000;4.210.000;11.110;32,4;36,6
13 02 2023 00:49:00;4.400.000;2.970.000;3.620.000;10.990;356;7.050.000;4.370.000;11.420;32,4;36,4
13 02 2023 00:50:00;4.430.000;2.880.000;3.580.000;10.890;295;6.930.000;4.370.000;11.300;32,1;36,1
13 02 2023 00:51:00;4.380.000;2.990.000;3.780.000;11.150;223;6.910.000;4.590.000;11.500;31,5;36,0
13 02 2023 00:52:00;4.460.000;2.950.000;3.690.000;11.100;184;6.810.000;4.630.000;11.440;31,0;35,9
13 02 2023 00:53:00;4.430.000;2.820.000;3.720.000;10.970;185;6.750.000;4.450.000;11.200;31,4;35,8
13 02 2023 00:54:00;4.410.000;3.020.000;3.730.000;11.160;314;6.800.000;4.350.000;11.150;31,6;35,7
13 02 2023 00:55:00;4.400.000;3.000.000;3.580.000;10.980;334;6.820.000;4.270.000;11.090;31,7;35,6
13 02 2023 00:56:00;4.430.000;2.910.000;3.760.000;11.100;352;6.970.000;4.440.000;11.410;31,6;35,6
13 02 2023 00:57:00;4.470.000;3.020.000;3.730.000;11.220;357;7.010.000;4.530.000;11.540;31,1;35,5
13 02 2023 00:58:00;4.420.000;2.950.000;3.730.000;11.100;232;6.920.000;4.500.000;11.420;31,0;35,5
13 02 2023 00:59:00;4.420.000;2.930.000;3.680.000;11.030;200;6.910.000;4.550.000;11.460;31,4;35,5
13 02 2023 01:00:00;4.360.000;2.970.000;3.720.000;11.050;281;6.870.000;4.510.000;11.380;31,2;35,4
13 02 2023 01:01:00;4.390.000;3.030.000;3.690.000;11.110;308;6.730.000;4.380.000;11.110;30,8;35,4
13 02 2023 01:02:00;4.380.000;3.030.000;3.610.000;11.020;269;6.920.000;4.240.000;11.160;30,7;35,3
13 02 2023 01:03:00;4.370.000;2.900.000;3.790.000;11.060;322;6.850.000;4.410.000;11.260;31,1;35,2
13 02 2023 01:04:00;4.460.000;2.760.000;3.650.000;10.870;251;6.970.000;4.510.000;11.480;31,0;35,1
13 02 2023 01:05:00;4.380.000;3.040.000;3.780.000;11.200;227;6.960.000;4.530.000;11.490;31,0;35,1
13 02 2023 01:06:00;4.400.000;2.920.000;3.710.000;11.030;195;6.820.000;4.530.000;11.350;30,9;35,1
13 02 2023 01:07:00;4.290.000;3.020.000;3.700.000;11.010;206;6.800.000;4.410.000;11.210;30,9;35,1
13 02 2023 01:08:00;4.360.000;2.990.000;3.750.000;11.100;263;6.910.000;4.350.000;11.260;30,6;35,2
13 02 2023 01:09:00;4.510.000;2.930.000;3.750.000;11.190;264;6.850.000;4.360.000;11.210;31,1;35,4
13 02 2023 01:10:00;4.430.000;2.990.000;3.580.000;11.000;327;6.970.000;4.410.000;11.380;31,5;35,5
13 02 2023 01:11:00;4.360.000;3.010.000;3.710.000;11.080;254;6.940.000;4.450.000;11.390;31,1;35,5
13 02 2023 01:12:00;4.440.000;2.950.000;3.730.000;11.120;234;6.880.000;4.460.000;11.340;30,7;35,4
13 02 2023 01:13:00;4.320.000;3.030.000;3.630.000;10.980;186;6.940.000;4.480.000;11.420;30,7;35,3
13 02 2023 01:14:00;4.410.000;3.010.000;3.710.000;11.130;187;6.810.000;4.460.000;11.270;30,8;35,5
13 02 2023 01:15:00;4.370.000;2.940.000;3.630.000;10.940;241;6.820.000;4.410.000;11.230;31,1;35,7
13 02 2023 01:16:00;4.390.000;2.940.000;3.770.000;11.100;240;6.900.000;4.420.000;11.320;31,9;35,8
13 02 2023 01:17:00;4.390.000;2.960.000;3.720.000;11.070;269;6.850.000;4.450.000;11.300;31,9;35,9
13 02 2023 01:18:00;4.410.000;2.790.000;3.710.000;10.910;250;6.830.000;4.420.000;11.250;31,4;36,3
13 02 2023 01:19:00;4.380.000;2.940.000;3.720.000;11.040;261;6.830.000;4.470.000;11.300;32,6;36,6
13 02 2023 01:20:00;4.440.000;2.880.000;3.670.000;10.990;295;6.950.000;4.430.000;11.380;32,2;36,9
13 02 2023 01:21:00;4.390.000;2.950.000;3.640.000;10.980;210;6.950.000;4.370.000;11.320;32,7;37,0
13 02 2023 01:22:00;4.360.000;2.990.000;3.770.000;11.120;249;6.870.000;4.390.000;11.260;32,6;36,9
13 02 2023 01:23:00;4.370.000;2.960.000;3.660.000;10.990;283;6.970.000;4.490.000;11.460;32,5;36,9
13 02 2023 01:24:00;4.410.000;2.960.000;3.770.000;11.140;233;6.840.000;4.450.000;11.290;32,7;37,0
13 02 2023 01:25:00;4.450.000;2.970.000;3.760.000;11.180;302;6.850.000;4.390.000;11.240;32,6;37,2
13 02 2023 01:26:00;4.420.000;2.960.000;3.710.000;11.090;327;6.870.000;4.490.000;11.360;32,9;37,4
13 02 2023 01:27:00;4.400.000;2.970.000;3.750.000;11.120;298;7.040.000;4.480.000;11.520;32,9;37,6
13 02 2023 01:28:00;4.430.000;3.000.000;3.730.000;11.160;273;6.920.000;4.440.000;11.360;33,1;37,7
13 02 2023 01:29:00;4.400.000;2.920.000;3.660.000;10.980;274;6.890.000;4.440.000;11.330;33,7;37,7
13 02 2023 01:30:00;4.420.000;2.990.000;3.710.000;11.120;263;6.850.000;4.440.000;11.290;32,9;37,8
13 02 2023 01:31:00;4.430.000;2.960.000;3.670.000;11.060;244;6.870.000;4.520.000;11.390;33,1;38,1
13 02 2023 01:32:00;4.380.000;2.930.000;3.680.000;10.990;237;6.840.000;4.500.000;11.340;34,2;38,3
13 02 2023 01:33:00;4.390.000;3.080.000;3.740.000;11.210;227;6.920.000;4.450.000;11.370;34,4;38,6
13 02 2023 01:34:00;4.460.000;2.870.000;3.710.000;11.040;188;6.940.000;4.460.000;11.400;34,1;38,9
13 02 2023 01:35:00;4.380.000;3.000.000;3.610.000;10.990;220;6.870.000;4.440.000;11.310;34,5;39,2
13 02 2023 01:36:00;4.340.000;2.890.000;3.670.000;10.900;287;6.970.000;4.470.000;11.440;35,0;39,4
13 02 2023 01:37:00;4.350.000;2.990.000;3.730.000;11.070;253;6.890.000;4.480.000;11.370;35,1;39,5
13 02 2023 01:38:00;4.380.000;3.050.000;3.710.000;11.140;247;6.840.000;4.440.000;11.280;35,8;39,6
13 02 2023 01:39:00;4.380.000;3.050.000;3.780.000;11.210;250;6.930.000;4.310.000;11.240;35,1;39,7
13 02 2023 01:40:00;4.360.000;3.010.000;3.750.000;11.120;265;6.940.000;4.460.000;11.400;35,6;39,7
13 02 2023 01:41:00;4.550.000;2.990.000;3.880.000;11.420;408;6.980.000;4.430.000;11.410;35,2;39,8
13 02 2023 01:42:00;4.580.000;2.880.000;3.860.000;11.320;489;7.050.000;4.460.000;11.510;35,1;39,7
13 02 2023 01:43:00;4.530.000;2.990.000;3.820.000;11.340;429;7.120.000;4.440.000;11.560;35,3;39,7
13 02 2023 01:44:00;4.590.000;2.940.000;3.850.000;11.380;430;7.080.000;4.590.000;11.670;35,0;39,7
13 02 2023 01:45:00;4.520.000;2.870.000;3.870.000;11.260;316;7.070.000;4.580.000;11.650;35,4;39,6
13 02 2023 01:46:00;4.560.000;2.960.000;3.880.000;11.400;293;6.990.000;4.640.000;11.630;35,4;39,4
13 02 2023 01:47:00;4.580.000;2.930.000;3.810.000;11.320;257;6.970.000;4.700.000;11.670;34,9;39,4
13 02 2023 01:48:00;4.520.000;2.970.000;3.880.000;11.370;257;7.000.000;4.690.000;11.690;34,9;39,4
13 02 2023 01:49:00;4.590.000;2.920.000;3.750.000;11.260;259;6.990.000;4.640.000;11.630;34,9;39,4
13 02 2023 01:50:00;4.480.000;2.940.000;3.890.000;11.310;300;6.950.000;4.560.000;11.510;34,5;39,4
13 02 2023 01:51:00;4.570.000;2.900.000;3.840.000;11.310;286;7.010.000;4.600.000;11.610;35,2;39,3
13 02 2023 01:52:00;4.620.000;2.950.000;3.880.000;11.450;272;7.090.000;4.550.000;11.640;34,7;39,3
13 02 2023 01:53:00;4.590.000;2.930.000;3.920.000;11.440;306;7.050.000;4.690.000;11.740;34,4;39,3
13 02 2023 01:54:00;4.560.000;2.740.000;3.830.000;11.130;248;7.010.000;4.720.000;11.730;34,8;39,3
13 02 2023 01:55:00;4.600.000;2.940.000;3.850.000;11.390;210;6.960.000;4.670.000;11.630;35,4;39,4
13 02 2023 01:56:00;4.530.000;2.920.000;3.780.000;11.230;193;7.050.000;4.590.000;11.640;35,0;39,3
13 02 2023 01:57:00;4.580.000;2.970.000;3.860.000;11.410;235;6.990.000;4.600.000;11.590;34,4;38,9
13 02 2023 01:58:00;4.570.000;2.910.000;3.810.000;11.290;301;7.100.000;4.610.000;11.710;34,2;38,4
13 02 2023 01:59:00;4.540.000;2.930.000;3.820.000;11.290;333;6.930.000;4.610.000;11.540;33,4;38,1
13 02 2023 02:00:00;4.560.000;2.990.000;3.830.000;11.380;310;7.140.000;4.750.000;11.890;33,3;37,9
13 02 2023 02:01:00;4.580.000;2.840.000;3.860.000;11.280;253;7.050.000;4.670.000;11.720;33,8;37,9
13 02 2023 02:02:00;4.540.000;2.880.000;3.890.000;11.310;245;6.990.000;4.610.000;11.600;33,5;37,9
13 02 2023 02:03:00;4.580.000;2.990.000;3.890.000;11.460;266;6.960.000;4.650.000;11.610;33,5;38,0
13 02 2023 02:04:00;4.530.000;2.970.000;3.850.000;11.350;225;7.050.000;4.610.000;11.660;33,9;38,1
13 02 2023 02:05:00;4.570.000;2.850.000;3.810.000;11.230;280;7.060.000;4.570.000;11.630;34,0;38,3
13 02 2023 02:06:00;4.500.000;2.890.000;3.770.000;11.160;340;7.040.000;4.530.000;11.570;34,0;38,5
13 02 2023 02:07:00;4.490.000;2.910.000;3.850.000;11.250;301;6.900.000;4.670.000;11.570;34,3;38,6
13 02 2023 02:08:00;4.550.000;2.990.000;3.880.000;11.420;274;7.040.000;4.640.000;11.680;34,4;38,8
13 02 2023 02:09:00;4.600.000;2.970.000;3.880.000;11.450;252;7.190.000;4.650.000;11.840;34,4;38,9
13 02 2023 02:10:00;4.590.000;3.020.000;3.890.000;11.500;285;7.050.000;4.710.000;11.760;35,0;39,1
13 02 2023 02:11:00;4.490.000;2.940.000;3.810.000;11.240;219;6.910.000;4.640.000;11.550;35,0;39,3
13 02 2023 02:12:00;4.610.000;2.980.000;3.830.000;11.420;217;7.010.000;4.640.000;11.650;35,1;39,4
13 02 2023 02:13:00;4.500.000;2.920.000;3.760.000;11.180;234;6.910.000;4.700.000;11.610;34,8;39,1
13 02 2023 02:14:00;4.580.000;2.960.000;3.850.000;11.390;296;7.060.000;4.540.000;11.600;34,7;38,8
13 02 2023 02:15:00;4.550.000;2.970.000;3.920.000;11.440;313;7.050.000;4.560.000;11.610;34,4;38,3
13 02 2023 02:16:00;4.560.000;2.930.000;3.850.000;11.340;310;7.000.000;4.590.000;11.590;33,4;37,9
13 02 2023 02:17:00;4.530.000;2.950.000;3.810.000;11.290;272;7.080.000;4.660.000;11.740;33,6;37,9
13 02 2023 02:18:00;4.500.000;2.930.000;3.850.000;11.280;196;6.950.000;4.590.000;11.540;33,6;37,9
13 02 2023 02:19:00;4.540.000;2.970.000;3.900.000;11.410;280;7.010.000;4.630.000;11.640;33,8;38,2
13 02 2023 02:20:00;4.550.000;2.980.000;3.850.000;11.380;321;7.050.000;4.600.000;11.650;34,1;38,5
13 02 2023 02:21:00;4.570.000;2.820.000;3.810.000;11.200;259;7.050.000;4.570.000;11.620;34,5;39,0
13 02 2023 02:22:00;4.600.000;2.950.000;3.810.000;11.360;268;7.050.000;4.640.000;11.690;34,6;39,4
13 02 2023 02:23:00;4.530.000;2.970.000;3.830.000;11.330;240;7.050.000;4.690.000;11.740;35,1;39,7
13 02 2023 02:24:00;4.510.000;2.980.000;3.780.000;11.270;262;7.060.000;4.630.000;11.690;35,3;40,0
13 02 2023 02:25:00;4.580.000;3.000.000;3.690.000;11.270;239;7.070.000;4.640.000;11.710;35,6;40,1
13 02 2023 02:26:00;4.530.000;2.710.000;3.830.000;11.070;230;7.030.000;4.690.000;11.720;35,3;40,4
13 02 2023 02:27:00;4.590.000;2.920.000;3.870.000;11.380;266;6.980.000;4.640.000;11.620;35,9;40,6
13 02 2023 02:28:00;4.540.000;2.840.000;3.880.000;11.260;277;7.040.000;4.720.000;11.760;36,0;40,8
13 02 2023 02:29:00;4.550.000;2.910.000;3.740.000;11.200;237;6.970.000;4.560.000;11.530;36,7;41,0
13 02 2023 02:30:00;4.440.000;2.950.000;3.850.000;11.240;324;7.010.000;4.590.000;11.600;36,8;41,1
13 02 2023 02:31:00;4.590.000;2.960.000;3.850.000;11.400;261;7.010.000;4.590.000;11.600;36,4;41,1
13 02 2023 02:32:00;4.540.000;2.970.000;3.870.000;11.380;309;7.030.000;4.540.000;11.570;36,8;41,1
13 02 2023 02:33:00;4.550.000;2.930.000;3.910.000;11.390;306;7.080.000;4.640.000;11.720;36,7;41,1
13 02 2023 02:34:00;4.540.000;2.850.000;3.880.000;11.270;234;7.010.000;4.700.000;11.710;36,5;41,0
13 02 2023 02:35:00;4.580.000;2.970.000;3.830.000;11.380;271;6.980.000;4.670.000;11.650;36,5;40,9
13 02 2023 02:36:00;4.560.000;2.980.000;3.830.000;11.370;273;7.030.000;4.540.000;11.570;36,6;40,9
13 02 2023 02:37:00;4.610.000;2.990.000;3.870.000;11.470;364;7.040.000;4.580.000;11.620;36,1;41,1
13 02 2023 02:38:00;4.580.000;2.990.000;3.800.000;11.370;312;7.000.000;4.620.000;11.620;37,4;41,2
13 02 2023 02:39:00;4.560.000;2.950.000;3.850.000;11.360;273;7.100.000;4.640.000;11.740;37,1;41,2
13 02 2023 02:40:00;4.530.000;3.000.000;3.860.000;11.390;223;7.100.000;4.610.000;11.710;36,5;41,2
13 02 2023 02:41:00;4.560.000;2.930.000;3.810.000;11.300;250;6.990.000;4.670.000;11.660;36,4;41,1
13 02 2023 02:42:00;4.600.000;2.980.000;3.860.000;11.440;227;7.050.000;4.620.000;11.670;35,9;40,9
13 02 2023 02:43:00;4.540.000;2.910.000;3.790.000;11.240;271;7.000.000;4.600.000;11.600;36,2;40,8
13 02 2023 02:44:00;4.610.000;2.890.000;3.760.000;11.260;311;7.140.000;4.620.000;11.760;36,4;40,7
13 02 2023 02:45:00;4.600.000;2.990.000;3.860.000;11.450;271;6.990.000;4.650.000;11.640;36,8;40,6
13 02 2023 02:46:00;4.540.000;2.990.000;3.830.000;11.360;318;6.970.000;4.620.000;11.590;36,2;40,6
13 02 2023 02:47:00;4.600.000;2.920.000;3.740.000;11.260;217;7.160.000;4.650.000;11.810;35,9;40,3
13 02 2023 02:48:00;4.550.000;2.900.000;3.790.000;11.240;209;7.010.000;4.680.000;11.690;35,8;40,0
13 02 2023 02:49:00;4.550.000;2.980.000;3.880.000;11.410;240;7.010.000;4.480.000;11.490;35,3;39,5
13 02 2023 02:50:00;4.530.000;3.000.000;3.800.000;11.330;262;7.030.000;4.610.000;11.640;34,5;39,2
13 02 2023 02:51:00;4.570.000;2.920.000;3.850.000;11.340;316;7.210.000;4.710.000;11.920;34,8;39,1
13 02 2023 02:52:00;4.530.000;2.940.000;3.870.000;11.340;263;6.990.000;4.630.000;11.620;34,6;39,2
13 02 2023 02:53:00;4.550.000;2.980.000;3.830.000;11.360;250;7.050.000;4.640.000;11.690;34,1;39,3
13 02 2023 02:54:00;4.600.000;3.030.000;3.780.000;11.410;335;6.990.000;4.580.000;11.570;34,8;39,5
13 02 2023 02:55:00;4.550.000;2.890.000;3.810.000;11.250;251;7.110.000;4.650.000;11.760;34,9;39,7
13 02 2023 02:56:00;4.530.000;2.960.000;3.810.000;11.300;241;6.950.000;4.660.000;11.610;35,3;39,9
13 02 2023 02:57:00;4.510.000;2.920.000;3.890.000;11.320;258;6.980.000;4.670.000;11.650;35,8;39,9
13 02 2023 02:58:00;4.580.000;2.890.000;3.840.000;11.310;247;7.020.000;4.610.000;11.630;35,7;40,0
13 02 2023 02:59:00;4.550.000;3.020.000;3.850.000;11.420;283;7.080.000;4.700.000;11.780;36,5;40,1
13 02 2023 03:00:00;4.550.000;2.950.000;3.890.000;11.390;236;7.080.000;4.590.000;11.670;36,2;40,2
13 02 2023 03:01:00;4.570.000;3.040.000;3.840.000;11.450;258;7.010.000;4.550.000;11.560;35,8;40,1
13 02 2023 03:02:00;4.480.000;2.930.000;3.870.000;11.280;261;7.000.000;4.580.000;11.580;35,1;39,8
13 02 2023 03:03:00;4.530.000;2.770.000;3.780.000;11.080;316;7.090.000;4.580.000;11.670;35,0;39,4
13 02 2023 03:04:00;4.520.000;2.920.000;3.760.000;11.200;323;7.090.000;4.550.000;11.640;35,0;39,1
13 02 2023 03:05:00;4.540.000;2.830.000;3.910.000;11.280;323;7.180.000;4.670.000;11.850;33,6;39,0
13 02 2023 03:06:00;4.570.000;2.860.000;3.890.000;11.320;242;6.960.000;4.620.000;11.580;34,4;39,0
13 02 2023 03:07:00;4.600.000;2.980.000;3.760.000;11.340;202;7.040.000;4.650.000;11.690;34,3;39,1
13 02 2023 03:08:00;4.540.000;3.000.000;3.860.000;11.400;208;6.970.000;4.640.000;11.610;35,0;39,1
13 02 2023 03:09:00;4.590.000;3.000.000;3.810.000;11.400;262;7.020.000;4.640.000;11.660;34,9;39,2
13 02 2023 03:10:00;4.570.000;2.830.000;3.750.000;11.150;287;7.060.000;4.570.000;11.630;34,9;39,3
13 02 2023 03:11:00;4.440.000;3.010.000;3.790.000;11.240;280;7.060.000;4.640.000;11.700;35,4;39,3
13 02 2023 03:12:00;4.540.000;2.870.000;3.910.000;11.320;237;7.020.000;4.600.000;11.620;35,4;39,4
13 02 2023 03:13:00;4.590.000;2.910.000;3.850.000;11.350;206;7.130.000;4.550.000;11.680;35,6;39,5
13 02 2023 03:14:00;4.530.000;2.880.000;3.800.000;11.210;277;7.040.000;4.580.000;11.620;34,9;39,5
13 02 2023 03:15:00;4.530.000;2.960.000;3.860.000;11.350;303;7.030.000;4.720.000;11.750;35,2;39,5
13 02 2023 03:16:00;4.580.000;2.860.000;3.780.000;11.220;272;7.110.000;4.600.000;11.710;35,1;39,5
13 02 2023 03:17:00;4.530.000;2.900.000;3.880.000;11.310;288;7.040.000;4.550.000;11.590;35,0;39,4
13 02 2023 03:18:00;4.580.000;2.910.000;3.910.000;11.400;278;6.960.000;4.620.000;11.580;35,3;39,4
13 02 2023 03:19:00;4.520.000;2.960.000;3.820.000;11.300;179;7.050.000;4.610.000;11.660;35,2;39,4
13 02 2023 03:20:00;4.520.000;2.930.000;3.920.000;11.370;236;6.950.000;4.530.000;11.480;35,1;39,4
13 02 2023 03:21:00;4.560.000;2.940.000;3.820.000;11.320;285;6.950.000;4.580.000;11.530;35,5;39,4
13 02 2023 03:22:00;4.560.000;2.980.000;3.800.000;11.340;272;6.940.000;4.650.000;11.590;35,3;39,6
13 02 2023 03:23:00;4.540.000;2.950.000;3.870.000;11.360;257;7.040.000;4.600.000;11.640;35,3;39,6
13 02 2023 03:24:00;4.540.000;2.890.000;3.780.000;11.210;269;6.920.000;4.590.000;11.510;35,6;39,6
13 02 2023 03:25:00;4.510.000;2.990.000;3.930.000;11.430;291;7.140.000;4.530.000;11.670;34,9;39,6
13 02 2023 03:26:00;4.600.000;2.980.000;3.730.000;11.310;334;7.110.000;4.590.000;11.700;35,0;39,5
13 02 2023 03:27:00;4.530.000;2.860.000;3.840.000;11.230;277;6.910.000;4.580.000;11.490;35,4;39,4
13 02 2023 03:28:00;4.640.000;3.030.000;3.810.000;11.480;225;7.030.000;4.630.000;11.660;34,9;39,4
13 02 2023 03:29:00;4.550.000;2.950.000;3.860.000;11.360;232;7.000.000;4.680.000;11.680;35,6;39,5
13 02 2023 03:30:00;4.600.000;2.870.000;3.850.000;11.320;267;6.910.000;4.590.000;11.500;35,3;39,6
13 02 2023 03:31:00;4.570.000;2.960.000;3.880.000;11.410;234;6.970.000;4.570.000;11.540;35,5;39,8
13 02 2023 03:32:00;4.510.000;2.990.000;3.840.000;11.340;235;7.100.000;4.590.000;11.690;35,6;39,9
13 02 2023 03:33:00;4.460.000;2.910.000;3.880.000;11.250;254;7.000.000;4.580.000;11.580;35,8;40,0
13 02 2023 03:34:00;4.530.000;2.920.000;3.850.000;11.300;291;6.920.000;4.580.000;11.500;35,0;40,0
13 02 2023 03:35:00;4.540.000;2.790.000;3.740.000;11.070;280;6.960.000;4.580.000;11.540;35,3;40,0
13 02 2023 03:36:00;4.490.000;2.900.000;3.750.000;11.140;286;7.080.000;4.610.000;11.690;35,3;40,0
13 02 2023 03:37:00;4.490.000;2.960.000;3.800.000;11.250;270;7.080.000;4.690.000;11.770;35,6;40,0
13 02 2023 03:38:00;4.520.000;2.950.000;3.880.000;11.350;280;7.100.000;4.610.000;11.710;35,0;40,0
13 02 2023 03:39:00;4.520.000;3.000.000;3.790.000;11.310;306;6.990.000;4.630.000;11.620;35,8;40,2
13 02 2023 03:40:00;4.560.000;2.900.000;3.850.000;11.310;304;7.040.000;4.740.000;11.780;35,5;40,4
13 02 2023 03:41:00;4.560.000;2.980.000;3.870.000;11.410;257;7.090.000;4.620.000;11.710;36,3;40,9
